Date,Directorate,Beneficiary,Summary,Amount,Merchant Category,Supplier Number
10/02/2020,Healthcare,Cloud One Group Ltd,Consultation,91.82,Office Supplies,S846
10/02/2020,Housing,R Jennings Ltd,Training,260.62,Travel Expenses,S757
11/02/2020,Education,Securitas Security Services Ltd,Project Management,259.54,Office Supplies,S681
11/02/2020,Education,The Cedars Healthcare (Cf) Ltd,Maintenance,198.0,Travel Expenses,S452
11/02/2020,Healthcare,Global Plant Sales Ltd,Consultation,125.99,Consulting,S582
11/02/2020,Infrastructure,Jas Consultancy (2007) Ltd,Project Management,140.03,Consulting,S505
11/02/2020,Community Services,Hollywood Rest Home Ltd,Project Management,335.7,Utilities,S207
11/02/2020,Community Services,Sportsafe UK Ltd,Maintenance,129.13,Consulting,S239
11/02/2020,Infrastructure,Egbert H. Taylor & Company Limited,Project Management,424.96,Travel Expenses,S229
12/02/2020,Healthcare,Greenbridge Designs Ltd,Training,361.71,Consulting,S475
12/02/2020,Infrastructure,Our Scene CIC,Project Management,80.31,Utilities,S878
12/02/2020,Education,West Midlands Police,Project Management,143.4,Consulting,S991
12/02/2020,Community Services,Flowbird Smart City UK Ltd,Equipment Purchase,346.42,Consulting,S270
12/02/2020,Housing,City Demolition Contractrs(Bham)Ltd,Consultation,352.92,Travel Expenses,S393
12/02/2020,Community Services,Opendium Ltd,Project Management,279.62,Food & Drink Purchases,S336
12/02/2020,Housing,Globebrow Ltd,Project Management,354.58,Travel Expenses,S309
12/02/2020,Community Services,Streetwise Services Ltd,Training,211.65,Travel Expenses,S130
13/02/2020,Community Services,Fronting The Challenge Projects Ltd,Maintenance,312.22,Food & Drink Purchases,S637
13/02/2020,Education,IPL Plastics (UK) Limited,Project Management,89.6,Office Supplies,S869
13/02/2020,Housing,Isabella Homes Ltd,Consultation,265.06,Consulting,S818
13/02/2020,Community Services,PSA Home Care Ltd,Project Management,116.99,Office Supplies,S789
13/02/2020,Infrastructure,Inspiring Leadership (Events) Ltd,Equipment Purchase,96.25,Food & Drink Purchases,S798
13/02/2020,Housing,Green Machine SW Ltd,Consultation,359.58,Consulting,S631
13/02/2020,Housing,KPS Office Supplies Ltd,Project Management,327.62,Consulting,S935
14/02/2020,Education,Crestos Care Ltd,Training,252.46,Travel Expenses,S309
14/02/2020,Housing,West Midlands Police,Training,170.44,Utilities,S782
14/02/2020,Housing,The Hub Hazelwell,Maintenance,78.0,Food & Drink Purchases,S314
14/02/2020,Education,Smith Of Derby Ltd,Project Management,396.57,Utilities,S170
14/02/2020,Healthcare,W.E. Hewitt & Son Limited,Equipment Purchase,238.67,Food & Drink Purchases,S395
14/02/2020,Housing,Tyco Fire & Integrated Solutions Uk,Equipment Purchase,221.98,Consulting,S484
14/02/2020,Infrastructure,Premier Production Limited,Consultation,213.8,Travel Expenses,S406
14/02/2020,Infrastructure,Stepping Forward Ltd,Maintenance,451.05,Office Supplies,S330
15/02/2020,Community Services,The Car Charging Company (Midlands) Limited,Consultation,465.93,Office Supplies,S859
15/02/2020,Healthcare,Alphonsus Services Ltd,Project Management,168.37,Consulting,S857
15/02/2020,Infrastructure,Auger Contracts Ltd,Project Management,174.63,Utilities,S156
15/02/2020,Healthcare,Hill West Nursery,Project Management,387.04,Travel Expenses,S848
15/02/2020,Healthcare,Reg &Co. Limited,Training,362.88,Utilities,S208
15/02/2020,Healthcare,Relx (UK) Limited,Equipment Purchase,432.24,Office Supplies,S583
15/02/2020,Infrastructure,Chinese Community Centre - Mapleshire,Consultation,301.75,Consulting,S798
15/02/2020,Infrastructure,Fairmont Residential Limited,Consultation,347.11,Utilities,S529
16/02/2020,Housing,Servol Community Services,Maintenance,62.47,Office Supplies,S719
16/02/2020,Community Services,Hazelcare Limited,Consultation,152.15,Travel Expenses,S683
16/02/2020,Education,Panacea Logic Ltd,Consultation,252.19,Travel Expenses,S205
16/02/2020,Healthcare,Astech Consultants Limited,Project Management,421.15,Utilities,S230
16/02/2020,Infrastructure,Da Mechanical & HVAC Services Ltd,Equipment Purchase,148.81,Travel Expenses,S590
16/02/2020,Housing,Lente Designs Limited,Training,463.94,Utilities,S967
16/02/2020,Education,Midland Mencap,Consultation,446.44,Consulting,S685
17/02/2020,Housing,Mapleshire Jewish Community Care,Training,490.06,Consulting,S230
17/02/2020,Community Services,Gll (Trading) Ltd,Consultation,210.5,Food & Drink Purchases,S107
17/02/2020,Infrastructure,Tec Quality Ltd,Consultation,377.88,Consulting,S937
17/02/2020,Healthcare,Cornerstone Projects Ltd,Equipment Purchase,459.36,Utilities,S180
17/02/2020,Education,How Brave is the Wren Ltd,Equipment Purchase,445.8,Consulting,S282
17/02/2020,Education,Engage Partners Limited,Maintenance,320.79,Office Supplies,S725
17/02/2020,Community Services,Astal PS Limited,Equipment Purchase,172.0,Consulting,S816
17/02/2020,Healthcare,Continental Sports Products Co,Equipment Purchase,457.32,Utilities,S541
18/02/2020,Healthcare,Everton Rooms,Equipment Purchase,132.38,Utilities,S446
18/02/2020,Education,Graphic Business Forms Limited,Consultation,390.49,Office Supplies,S324
18/02/2020,Healthcare,Morro Partnerships Limited,Training,60.73,Consulting,S849
18/02/2020,Infrastructure,Standing Together Against Domestic,Equipment Purchase,418.22,Travel Expenses,S841
18/02/2020,Infrastructure,Otang Care Ltd,Consultation,232.32,Consulting,S583
18/02/2020,Housing,ilera Health Ltd,Project Management,279.37,Consulting,S349
18/02/2020,Housing,Monomax Limited,Project Management,438.48,Utilities,S141
18/02/2020,Housing,Street League,Equipment Purchase,268.64,Travel Expenses,S168
19/02/2020,Infrastructure,Ignis Group Ltd,Project Management,75.08,Food & Drink Purchases,S859
19/02/2020,Community Services,Solidskills Learning Ltd,Consultation,132.95,Travel Expenses,S555
19/02/2020,Community Services,Doug Feery Ltd,Consultation,431.48,Office Supplies,S852
19/02/2020,Infrastructure,Mapleshire Picture Library,Training,291.48,Travel Expenses,S384
19/02/2020,Community Services,Speakers Trust Limited,Equipment Purchase,372.41,Food & Drink Purchases,S678
19/02/2020,Education,S&T Audio Limited,Equipment Purchase,302.47,Consulting,S385
19/02/2020,Healthcare,SWING Software Ltd,Consultation,177.61,Food & Drink Purchases,S995
20/02/2020,Housing,Enable Access Limited,Training,254.02,Consulting,S236
20/02/2020,Education,Street League,Project Management,242.76,Consulting,S314
20/02/2020,Housing,The School Playground Company Ltd,Project Management,401.08,Food & Drink Purchases,S237
20/02/2020,Housing,Knights Chemist Limited,Project Management,82.18,Office Supplies,S284
20/02/2020,Community Services,Pendergate Limited,Maintenance,59.55,Consulting,S480
20/02/2020,Education,Terry's Removals & Storage Ltd,Equipment Purchase,375.54,Utilities,S973
20/02/2020,Infrastructure,Utility Mapping Group (UK) Limited,Maintenance,166.56,Consulting,S847
20/02/2020,Housing,Aecom Ltd,Equipment Purchase,162.05,Office Supplies,S964
21/02/2020,Housing,Mapleshire Nursery Sch Collaboratio,Consultation,52.76,Food & Drink Purchases,S512
21/02/2020,Housing,The Stage Bus Ltd,Training,74.26,Consulting,S340
21/02/2020,Education,Mentaur Ltd,Training,63.93,Office Supplies,S110
21/02/2020,Housing,FB & Sons Lawns And Landscapes Limited,Consultation,475.25,Food & Drink Purchases,S358
21/02/2020,Housing,Agilyx EMEA Ltd,Maintenance,322.46,Food & Drink Purchases,S301
21/02/2020,Infrastructure,CC Stim UK Holdco Ltd,Project Management,422.1,Office Supplies,S110
21/02/2020,Housing,First Steps Nursery () Ltd,Project Management,362.75,Food & Drink Purchases,S319
21/02/2020,Community Services,Sign Solutions (SLIA) Ltd,Consultation,430.84,Travel Expenses,S917
22/02/2020,Community Services,4Imprint Direct Ltd,Equipment Purchase,279.75,Office Supplies,S372
22/02/2020,Education,Citizens UK,Project Management,189.41,Consulting,S367
22/02/2020,Community Services,Jacksons Recovery Ltd,Equipment Purchase,466.37,Office Supplies,S803
22/02/2020,Housing,Waterman Infrastructure & Environment Ltd,Project Management,112.41,Travel Expenses,S493
22/02/2020,Infrastructure,Xerox Finance Ltd,Equipment Purchase,382.65,Consulting,S446
22/02/2020,Education,Tacho-Fit Ltd,Consultation,361.84,Office Supplies,S643
22/02/2020,Infrastructure,Abbott Toxicology Limited,Training,247.9,Food & Drink Purchases,S303
23/02/2020,Infrastructure,Protec Fire Detection PLC,Training,211.56,Office Supplies,S935
23/02/2020,Infrastructure,The Mapleshire Boys And Girls Union,Equipment Purchase,235.48,Consulting,S449
23/02/2020,Infrastructure,Prestantia Property Services Ltd,Project Management,384.25,Consulting,S898
23/02/2020,Community Services,Solution2Care Services Ltd,Training,319.31,Travel Expenses,S869
23/02/2020,Infrastructure,Hammonds Hygiene Solutions Ltd,Training,455.6,Office Supplies,S528
23/02/2020,Education,Crimestoppers,Maintenance,64.1,Office Supplies,S222
23/02/2020,Healthcare,Sharp Business Systems UK PLC,Project Management,94.4,Utilities,S480
23/02/2020,Housing,Advinia Health Care Ltd,Equipment Purchase,56.67,Food & Drink Purchases,S878
24/02/2020,Education,The School Development Support Agency,Consultation,348.92,Travel Expenses,S605
24/02/2020,Community Services,Nature Planet Aps,Maintenance,440.28,Office Supplies,S933
24/02/2020,Infrastructure,De Lage Landen Leasing Limited,Consultation,441.12,Food & Drink Purchases,S874
24/02/2020,Community Services,Radnor House,Consultation,365.48,Office Supplies,S405
24/02/2020,Housing,GMI Construction Group PLC,Consultation,363.33,Utilities,S859
24/02/2020,Housing,Bond Solon Training Ltd,Training,198.72,Travel Expenses,S921
24/02/2020,Infrastructure,European's Welfare Association CIC,Training,336.9,Office Supplies,S873
24/02/2020,Education,Trinity Chambers,Maintenance,113.74,Utilities,S110
25/02/2020,Healthcare,G P Homecare Limited,Equipment Purchase,165.12,Utilities,S828
25/02/2020,Education,Videojet Technologies Ltd,Equipment Purchase,119.2,Office Supplies,S980
25/02/2020,Healthcare,Holmer Care Home Limited,Consultation,394.22,Food & Drink Purchases,S607
25/02/2020,Housing,DMV Communications Ltd,Consultation,377.19,Travel Expenses,S477
25/02/2020,Community Services,CACI Ltd,Maintenance,387.41,Consulting,S281
25/02/2020,Healthcare,Nssc Operations Ltd,Equipment Purchase,266.95,Travel Expenses,S688
25/02/2020,Education,Hga Learning Ltd,Equipment Purchase,256.13,Travel Expenses,S887
26/02/2020,Infrastructure,Eden Holme Care Limited,Consultation,418.82,Travel Expenses,S757
26/02/2020,Infrastructure,Three Roses Homes Limited,Maintenance,249.7,Consulting,S571
26/02/2020,Infrastructure,St George's Ce Primary School,Project Management,57.7,Travel Expenses,S653
26/02/2020,Housing,Lift Safe Ltd,Equipment Purchase,332.84,Food & Drink Purchases,S862
26/02/2020,Education,Willinbrook Healthcare Limited,Maintenance,345.31,Utilities,S829
26/02/2020,Education,Millwood Marketing,Equipment Purchase,75.41,Office Supplies,S731
26/02/2020,Community Services,Larkshill Engineering Limited,Project Management,161.42,Consulting,S269
26/02/2020,Healthcare,AKJ Linguistics Consultancy,Project Management,323.85,Office Supplies,S370
27/02/2020,Community Services,Anv Measurement Systems,Equipment Purchase,303.19,Office Supplies,S193
27/02/2020,Community Services,Eficode UK Limited,Maintenance,341.87,Utilities,S266
27/02/2020,Community Services,Tudor Rose Cleaning Services Limited,Project Management,407.79,Travel Expenses,S265
27/02/2020,Community Services,Mapleshire City Council.,Project Management,364.1,Utilities,S927
27/02/2020,Community Services,Ice Creates Limited,Equipment Purchase,339.05,Consulting,S233
27/02/2020,Infrastructure,Water 2 Business Ltd,Project Management,401.23,Utilities,S345
27/02/2020,Community Services,12 King's Bench Walk,Training,414.11,Consulting,S529
27/02/2020,Healthcare,Event Specialists Limited,Maintenance,223.24,Office Supplies,S733
28/02/2020,Community Services,Height Lift & Shift Ltd,Training,64.26,Food & Drink Purchases,S434
28/02/2020,Healthcare,Malt House Barn Ltd,Equipment Purchase,349.87,Travel Expenses,S514
28/02/2020,Housing,Tyco Fire & Integrated Solutions Uk,Consultation,72.89,Travel Expenses,S962
28/02/2020,Housing,Cooper Mobile Services Ltd,Maintenance,245.62,Travel Expenses,S270
28/02/2020,Housing,Hickam Healthcare Ltd,Equipment Purchase,407.38,Office Supplies,S689
28/02/2020,Infrastructure, MBC Income Account,Equipment Purchase,348.79,Food & Drink Purchases,S490
28/02/2020,Housing,CRB Cunninghams Limited,Training,198.47,Office Supplies,S465
29/02/2020,Healthcare,Charmend Limited,Training,180.88,Office Supplies,S160
29/02/2020,Education,Sense,Consultation,422.55,Travel Expenses,S149
29/02/2020,Community Services,Earlsdon Care Ltd,Equipment Purchase,316.38,Food & Drink Purchases,S583
29/02/2020,Healthcare,Voyage,Training,382.69,Consulting,S716
29/02/2020,Infrastructure,Blackwell UK Ltd,Consultation,218.83,Consulting,S197
29/02/2020,Healthcare,Jurni Limited,Training,251.28,Office Supplies,S939
29/02/2020,Healthcare,Westside Forestry Limited,Project Management,91.4,Utilities,S654
29/02/2020,Community Services,Klipspringer Ltd,Project Management,492.73,Travel Expenses,S645
01/03/2020,Infrastructure,Inspire You Care Ltd,Project Management,297.66,Consulting,S208
01/03/2020,Community Services,Spaceright Europe Ltd,Equipment Purchase,179.45,Utilities,S138
01/03/2020,Community Services,Jessup Brothers Ltd,Training,79.97,Food & Drink Purchases,S933
01/03/2020,Healthcare,Harte Resources Ltd,Equipment Purchase,208.43,Food & Drink Purchases,S411
01/03/2020,Housing,Essanet Ltd,Training,249.39,Consulting,S821
01/03/2020,Infrastructure,Motion Picture Licensing Company,Training,233.33,Utilities,S918
01/03/2020,Community Services,British Gymnastics Foundation,Training,208.89,Food & Drink Purchases,S563
01/03/2020,Education,ChristianSteven Software,Training,107.73,Office Supplies,S307
02/03/2020,Healthcare,Le Club Francais,Maintenance,380.01,Consulting,S698
02/03/2020,Community Services,Hydraclean Ltd,Equipment Purchase,217.57,Office Supplies,S293
02/03/2020,Community Services,Language Line Ltd,Equipment Purchase,242.58,Utilities,S371
02/03/2020,Healthcare,Lancashire County Council,Consultation,378.8,Consulting,S379
02/03/2020,Housing,Tanglewood Care Services Limited,Training,295.12,Utilities,S993
02/03/2020,Education,Protocol National Ltd,Maintenance,151.07,Travel Expenses,S239
02/03/2020,Housing,Avoncroft Museum Of Buildings Ltd,Training,187.9,Utilities,S799
03/03/2020,Education,GL Events UK Limited,Project Management,205.91,Travel Expenses,S402
03/03/2020,Housing,Care Avenues Ltd - London,Equipment Purchase,261.89,Travel Expenses,S597
03/03/2020,Education,Ulverscroft Large Print Books Ltd,Training,69.89,Travel Expenses,S547
03/03/2020,Housing,One Call Building Services Ltd,Equipment Purchase,423.16,Travel Expenses,S795
03/03/2020,Infrastructure,Statfold Narrow Gauge Museum Trust Ltd,Consultation,72.77,Office Supplies,S732
03/03/2020,Housing,The Bigword Interpreting Svc Ltd,Maintenance,56.61,Travel Expenses,S921
03/03/2020,Education,Kids Corner Aston Ltd,Maintenance,314.28,Utilities,S567
03/03/2020,Healthcare,Waveney Publishing Ltd,Training,206.84,Food & Drink Purchases,S682
04/03/2020,Infrastructure,Willhan Training,Equipment Purchase,107.49,Food & Drink Purchases,S596
04/03/2020,Community Services,Rowanwood Professional Services Ltd,Consultation,251.94,Office Supplies,S928
04/03/2020,Housing,Twiglets Private Nursery,Project Management,491.45,Food & Drink Purchases,S625
04/03/2020,Healthcare,British Youth Council,Equipment Purchase,125.78,Consulting,S344
04/03/2020,Infrastructure,Moving Designs Limited,Training,158.73,Consulting,S555
04/03/2020,Community Services,Education Personnel Management Limited,Project Management,437.94,Food & Drink Purchases,S455
04/03/2020,Healthcare,Inspire Cornwall CIC,Consultation,334.65,Travel Expenses,S585
04/03/2020,Community Services,Telford & Wrekin Council,Project Management,401.5,Food & Drink Purchases,S336
05/03/2020,Healthcare,Solitaire Home Care Services Ltd,Equipment Purchase,322.17,Office Supplies,S202
05/03/2020,Community Services,Shelter West Midlands,Maintenance,174.3,Utilities,S117
05/03/2020,Infrastructure,Stadium Traffic Management Training Ltd,Equipment Purchase,400.93,Travel Expenses,S334
05/03/2020,Housing,Silverbirch Care Home,Maintenance,259.31,Utilities,S685
05/03/2020,Housing,Allens Cross Estate Gardens Guild,Consultation,343.21,Utilities,S556
05/03/2020,Community Services,Lawyers In Local Government,Training,483.37,Utilities,S588
05/03/2020,Community Services,Novum Audio Visual Limited,Equipment Purchase,429.57,Office Supplies,S389
06/03/2020,Community Services,Willcox Bros Limited,Equipment Purchase,489.2,Utilities,S701
06/03/2020,Education,Roy Hope Limited,Maintenance,377.98,Travel Expenses,S212
06/03/2020,Housing, Metropolitan Borough Council,Project Management,126.51,Office Supplies,S503
06/03/2020,Healthcare,Gateley Hamer Ltd,Maintenance,166.93,Office Supplies,S687
06/03/2020,Education,Liberty House Care Homes Limited,Training,212.87,Utilities,S965
06/03/2020,Education,D J Willis Midlands Limited,Maintenance,367.29,Travel Expenses,S818
06/03/2020,Housing,Timotay Landscapes Ltd,Project Management,285.94,Consulting,S663
